year,month,day,time,air.temperature
2014 ,7 ,10 ,12:00,25.5
2014 ,7 ,11 ,12:00,25.8
2014 ,7 ,12 ,12:00,26
2014 ,7 ,13 ,12:00,24.1
2014 ,7 ,14 ,12:00,24.8
2014 ,7 ,15 ,12:00,26.5
2014 ,7 ,16 ,12:00,27.8
2014 ,7 ,17 ,12:00,27.6
2014 ,7 ,18 ,12:00,26.6
2014 ,7 ,19 ,12:00,23.7
2014 ,7 ,20 ,12:00,24.6
2014 ,7 ,21 ,12:00,26
2014 ,7 ,22 ,12:00,27
2014 ,7 ,23 ,12:00,27.5
2014 ,7 ,24 ,12:00,28.6
2014 ,7 ,25 ,12:00,29.5
2014 ,7 ,26 ,12:00,29.4
2014 ,7 ,27 ,12:00,27
2014 ,7 ,28 ,12:00,25
2014 ,7 ,29 ,12:00,26.3
2014 ,7 ,30 ,12:00,28.3
2014 ,7 ,31 ,12:00,28.5
2014 ,8 ,1 ,12:00,28
2014 ,8 ,2 ,12:00,25.5
2014 ,8 ,3 ,12:00,25
2014 ,8 ,4 ,12:00,26.7
2014 ,8 ,5 ,12:00,28
2014 ,8 ,6 ,12:00,27.1
2014 ,8 ,7 ,12:00,27.5
2014 ,8 ,8 ,12:00,24.1
2014 ,8 ,9 ,12:00,23.2
2014 ,8 ,10 ,12:00,25.2
2014 ,8 ,11 ,12:00,25.4
2014 ,8 ,12 ,12:00,24.7
2014 ,8 ,13 ,12:00,26.1
2014 ,8 ,14 ,12:00,26.5
2014 ,8 ,15 ,12:00,27
2014 ,8 ,16 ,12:00,26
2014 ,8 ,17 ,12:00,25.9
2014 ,8 ,18 ,12:00,27.7
2014 ,8 ,19 ,12:00,28.5
2014 ,8 ,20 ,12:00,28.3
2014 ,8 ,21 ,12:00,28.2
2014 ,8 ,22 ,12:00,26.8
2014 ,8 ,23 ,12:00,27.2
2014 ,8 ,24 ,12:00,24.2
2014 ,8 ,25 ,12:00,25.1
2014 ,8 ,26 ,12:00,25.9
2014 ,8 ,27 ,12:00,25.1
2014 ,8 ,28 ,12:00,23
2014 ,8 ,29 ,12:00,23
2014 ,8 ,30 ,12:00,23.4
2014 ,8 ,31 ,12:00,24
2014 ,9 ,1 ,12:00,22.4
2014 ,9 ,2 ,12:00,23.8
2014 ,9 ,3 ,12:00,25
2014 ,9 ,4 ,12:00,25.5
2014 ,9 ,5 ,12:00,26.5
2014 ,9 ,6 ,12:00,24
2014 ,9 ,7 ,12:00,23.3
2014 ,9 ,8 ,12:00,22.9
2014 ,9 ,9 ,12:00,23.4
2014 ,9 ,10 ,12:00,23.1
2014 ,9 ,11 ,12:00,21.9
2014 ,9 ,12 ,12:00,20.1
2014 ,9 ,13 ,12:00,20.7
2014 ,9 ,14 ,12:00,21.3
2014 ,9 ,15 ,12:00,20.6
2014 ,9 ,16 ,12:00,22.5
2014 ,9 ,17 ,12:00,20.9
2014 ,9 ,18 ,12:00,19.8
2014 ,9 ,19 ,12:00,16.8
2014 ,9 ,20 ,12:00,17.9
2014 ,9 ,21 ,12:00,19.3
2014 ,9 ,22 ,12:00,20.7
2014 ,9 ,23 ,12:00,20.6
2014 ,9 ,24 ,12:00,21.2
2014 ,9 ,25 ,12:00,23.3
2014 ,9 ,26 ,12:00,21.2
2014 ,9 ,27 ,12:00,21.8
2014 ,9 ,28 ,12:00,20.8
2014 ,9 ,29 ,12:00,20.8
2014 ,9 ,30 ,12:00,20.8
